id,sourceSheet,system,type,materialA,materialB,facet,supercell,strain,adsorbate,site,method,finalEnergy,finalEnergyValue,energyType,calculatedEnergy,relativeEnergy,formula,trend,conclusion,reference,notes,poscarFile
"PtZnOH111-91","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF, FM","-64.558759 eV",-64.55875906,"Formation / interface energy TBD","","330.540028 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 91; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/FM","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-92","PtZnOH111","ZnO2H2_root3_on_Pt111_root4","Metal/oxide/hydroxide interface","ZnO2H2","Pt","Pt(111)","ZnO2H2_root3_on_Pt111_root4","TBD","ZnO2H2 on Pt","Interface / registry TBD","vdW-DF","-60.477020 eV",-60.47701969,"Formation / interface energy TBD","","377.399212 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 92; original path: PtZnOH111/ZnO2H2_root3_on_Pt111_root4/vdW-DF/ZnO2H2_monolayer","poscars/ZnO2H2_root3_on_Pt111_root4.POSCAR"
"PtZnOH111-93","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-58.814314 eV",-58.81431372,"Formation / interface energy TBD","","336.284474 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 93; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-94","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-52.390726 eV",-52.39072627,"Formation / interface energy TBD","","342.708061 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 94; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.33ML_O/B","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-95","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-52.336864 eV",-52.33686381,"Formation / interface energy TBD","","342.761924 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 95; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.33ML_O/A","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-96","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-50.786174 eV",-50.78617404,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 96; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/1ML_O/Zn2O3","poscars/5A_pattern.POSCAR"
"PtZnOH111-97","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-50.612679 eV",-50.61267928,"Formation / interface energy TBD","","0.173495 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 97; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/1ML_O","poscars/5A_pattern.POSCAR"
"PtZnOH111-98","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-45.939779 eV",-45.93977921,"Formation / interface energy TBD","","4.846395 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 98; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B","poscars/5A_pattern.POSCAR"
"PtZnOH111-99","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-45.881454 eV",-45.88145363,"Formation / interface energy TBD","","4.904720 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 99; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_surf","poscars/5A_pattern.POSCAR"
"PtZnOH111-100","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-45.881424 eV",-45.88142357,"Formation / interface energy TBD","","4.904750 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 100; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf","poscars/5A_pattern.POSCAR"
"PtZnOH111-101","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-45.524167 eV",-45.52416671,"Formation / interface energy TBD","","5.262007 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 101; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_surf/remove_1Zn","poscars/5A_pattern.POSCAR"
"PtZnOH111-102","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-45.312557 eV",-45.31255702,"Formation / interface energy TBD","","349.786231 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 102; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0ML_O","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-103","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-44.979654 eV",-44.97965446,"Formation / interface energy TBD","","5.806520 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 103; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.05","poscars/5A_pattern.POSCAR"
"PtZnOH111-104","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-44.186171 eV",-44.1861707,"Formation / interface energy TBD","","6.600003 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 104; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/remove_1Zn","poscars/5A_pattern.POSCAR"
"PtZnOH111-105","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-42.529094 eV",-42.52909448,"Formation / interface energy TBD","","8.257080 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 105; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.10","poscars/5A_pattern.POSCAR"
"PtZnOH111-106","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-40.346811 eV",-40.34681112,"Formation / interface energy TBD","","10.439363 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 106; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/1ML_O/Zn2O","poscars/5A_pattern.POSCAR"
"PtZnOH111-107","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-40.090009 eV",-40.09000857,"Formation / interface energy TBD","","10.696165 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 107; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.33ML_O","poscars/5A_pattern.POSCAR"
"PtZnOH111-108","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-39.662821 eV",-39.66282112,"Formation / interface energy TBD","","11.123353 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 108; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.15","poscars/5A_pattern.POSCAR"
"PtZnOH111-109","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-36.816768 eV",-36.8167683,"Formation / interface energy TBD","","13.969406 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 109; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.20","poscars/5A_pattern.POSCAR"
"PtZnOH111-110","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-34.044295 eV",-34.0442955,"Formation / interface energy TBD","","16.741879 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 110; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.25","poscars/5A_pattern.POSCAR"
"PtZnOH111-111","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-33.457552 eV",-33.45755232,"Formation / interface energy TBD","","17.328622 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 111; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0ML_O","poscars/5A_pattern.POSCAR"
"PtZnOH111-112","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-32.985241 eV",-32.98524117,"Formation / interface energy TBD","","17.800933 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 112; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.05/Pt","poscars/5A_pattern.POSCAR"
"PtZnOH111-113","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-31.305174 eV",-31.30517416,"Formation / interface energy TBD","","19.481000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 113; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/1ML_O/Zn2O3/on_Pd","poscars/5A_pattern.POSCAR"
"PtZnOH111-114","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-30.239466 eV",-30.2394665,"Formation / interface energy TBD","","20.546708 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 114; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.10/Pt","poscars/5A_pattern.POSCAR"
"PtZnOH111-115","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-27.394515 eV",-27.39451484,"Formation / interface energy TBD","","23.391659 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 115; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.15/Pt","poscars/5A_pattern.POSCAR"
"PtZnOH111-116","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-26.680228 eV",-26.68022801,"Formation / interface energy TBD","","24.105946 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 116; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B","poscars/5A_pattern.POSCAR"
"PtZnOH111-117","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-26.641371 eV",-26.64137139,"Formation / interface energy TBD","","24.144803 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 117; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/A","poscars/5A_pattern.POSCAR"
"PtZnOH111-118","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-26.608969 eV",-26.60896871,"Formation / interface energy TBD","","24.177205 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 118; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_surf/on_Pd","poscars/5A_pattern.POSCAR"
"PtZnOH111-119","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-26.204867 eV",-26.20486724,"Formation / interface energy TBD","","24.581307 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 119; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.05","poscars/5A_pattern.POSCAR"
"PtZnOH111-120","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-24.638026 eV",-24.63802556,"Formation / interface energy TBD","","26.148148 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 120; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.20/Pt","poscars/5A_pattern.POSCAR"
"PtZnOH111-121","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-24.527721 eV",-24.52772089,"Formation / interface energy TBD","","26.258453 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 121; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.10","poscars/5A_pattern.POSCAR"
"PtZnOH111-122","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-22.403375 eV",-22.40337489,"Formation / interface energy TBD","","28.382799 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 122; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.15","poscars/5A_pattern.POSCAR"
"PtZnOH111-123","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-22.097807 eV",-22.09780731,"Formation / interface energy TBD","","28.688367 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 123; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/B/a1.25/Pt","poscars/5A_pattern.POSCAR"
"PtZnOH111-124","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-20.174035 eV",-20.17403493,"Formation / interface energy TBD","","30.612139 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 124; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.20","poscars/5A_pattern.POSCAR"
"PtZnOH111-125","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-17.933603 eV",-17.93360282,"Formation / interface energy TBD","","32.852571 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 125; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.25","poscars/5A_pattern.POSCAR"
"PtZnOH111-126","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-15.654390 eV",-15.65439005,"Formation / interface energy TBD","","35.131784 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 126; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_surf/on_Pd/Pd","poscars/5A_pattern.POSCAR"
"PtZnOH111-127","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-14.396801 eV",-14.39680114,"Formation / interface energy TBD","","36.389373 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 127; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.05/Pd","poscars/5A_pattern.POSCAR"
"PtZnOH111-128","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-12.446552 eV",-12.44655209,"Formation / interface energy TBD","","38.339622 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 128; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.10/Pd","poscars/5A_pattern.POSCAR"
"PtZnOH111-129","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-10.359293 eV",-10.35929305,"Formation / interface energy TBD","","40.426881 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 129; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.15/Pd","poscars/5A_pattern.POSCAR"
"PtZnOH111-130","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-9.632514 eV",-9.63251356,"Formation / interface energy TBD","","41.153660 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 130; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_surf/Zn3O2/relax/ISIF4","poscars/5A_pattern.POSCAR"
"PtZnOH111-131","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-8.532970 eV",-8.53296969,"Formation / interface energy TBD","","42.253204 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 131; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_surf/Zn3O2/relax","poscars/5A_pattern.POSCAR"
"PtZnOH111-132","PtZnOH111","5A_pattern","Metal on metal surface","5A","Pt","","5A_pattern","TBD","5A on Pt","Interface / registry TBD","vdW-DF","-8.310585 eV",-8.31058458,"Formation / interface energy TBD","","42.475589 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 132; original path: PtZnOH111/5A_pattern/ZnOx_root3_on_Pt111_root3/0.66ML_O/2ndO_subsurf/on_Pd/B/a1.20/Pd","poscars/5A_pattern.POSCAR"
"PtZnOH111-133","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.665617 eV",-7.66561655,"Formation / interface energy TBD","","387.433171 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 133; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.07/relax_all","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-134","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.660652 eV",-7.66065174,"Formation / interface energy TBD","","387.438136 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 134; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.07","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-135","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.649271 eV",-7.64927063,"Formation / interface energy TBD","","387.449517 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 135; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.06/relax_all","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-136","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.643922 eV",-7.64392226,"Formation / interface energy TBD","","387.454865 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 136; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.08/relax_all","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-137","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.642434 eV",-7.64243423,"Formation / interface energy TBD","","387.456353 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 137; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.06","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
"PtZnOH111-138","PtZnOH111","ZnO_root3_on_Pt111_2x2","Metal/oxide/hydroxide interface","ZnO","Pt","Pt(111)","ZnO_root3_on_Pt111_2x2","TBD","ZnO on Pt","Interface / registry TBD","vdW-DF","-7.639999 eV",-7.63999905,"Formation / interface energy TBD","","387.458788 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","PtZnOH111","Imported from Excel row 138; original path: PtZnOH111/ZnO_root3_on_Pt111_2x2/vdW-DF/U0.0/0.67ML_O/Zn3O2/expanded_hex/a1.08","poscars/ZnO_root3_on_Pt111_2x2.POSCAR"
